STATE,ST_CASE,EVENTNUM,VNUMBER1,AOI1,SOE,VNUMBER2,AOI2
9,90039,8,2,12,42,9999,77
9,90040,1,1,12,12,2,3
9,90040,2,1,55,63,5555,55
9,90040,3,1,12,46,9999,77
9,90040,4,1,12,30,9999,77
9,90040,5,2,55,64,5555,55
9,90040,6,2,12,39,9999,77
9,90041,1,1,55,64,5555,55
9,90041,2,1,11,57,9999,77
9,90041,3,1,11,42,9999,77
9,90042,1,1,12,12,2,6
9,90042,2,2,55,63,5555,55
9,90042,3,2,11,24,9999,77
9,90043,1,1,55,64,5555,55
9,90043,2,1,11,24,9999,77
9,90043,3,1,61,42,9999,77
9,90044,1,1,55,71,9999,77
9,90044,2,1,12,33,9999,77
9,90044,3,1,12,59,9999,77
9,90044,4,1,12,39,9999,77
9,90046,1,1,55,63,5555,55
9,90046,2,1,1,57,9999,77
9,90046,3,1,1,31,9999,77
9,90046,4,1,12,42,9999,77
9,90047,1,1,55,68,5555,55
9,90047,2,1,55,64,5555,55
9,90047,3,1,12,33,9999,77
9,90047,4,1,11,24,9999,77
9,90047,5,1,0,1,9999,77
9,90047,6,1,12,38,9999,77
9,90047,7,1,12,35,9999,77
9,90047,8,1,0,3,9999,77
9,90048,1,1,55,63,5555,55
9,90048,2,1,1,30,9999,77
9,90048,3,1,1,39,9999,77
9,90048,4,1,0,2,9999,77
9,90049,1,1,12,12,2,4
9,90050,1,1,55,64,5555,55
9,90050,2,1,12,42,9999,77
9,90051,1,1,12,12,2,10
9,90051,2,1,1,14,3,6
9,90051,3,1,19,14,4,6
9,90051,4,1,55,64,5555,55
9,90051,5,1,1,38,9999,77
9,90052,1,1,55,64,5555,55
9,90052,2,1,0,3,9999,77
9,90053,1,1,12,8,9999,77
9,90054,1,1,55,64,5555,55
9,90054,2,1,9,57,9999,77
9,90054,3,1,55,69,5555,55
9,90054,4,1,55,63,5555,55
9,90054,5,1,99,43,9999,77
9,90054,6,1,0,1,9999,77
9,90055,1,1,12,8,9999,77
9,90056,1,1,55,68,5555,55
9,90056,2,1,55,64,5555,55
9,90056,3,1,11,33,9999,77
9,90056,4,1,12,35,9999,77
9,90056,5,1,0,1,9999,77
9,90056,6,1,55,69,5555,55
9,90056,7,1,55,63,5555,55
9,90056,8,1,14,24,9999,77
9,90056,9,1,14,40,9999,77
9,90057,1,1,55,68,5555,55
9,90057,2,1,1,12,2,12
9,90057,3,1,55,64,5555,55
9,90057,4,1,1,42,9999,77
9,90057,5,1,99,38,9999,77
9,90057,6,1,0,1,9999,77
9,90058,1,1,12,8,9999,77
9,90059,1,1,55,68,5555,55
9,90059,2,1,12,12,2,12
9,90060,1,1,55,68,5555,55
9,90060,2,1,55,64,5555,55
9,90060,3,1,1,52,9999,77
9,90060,4,1,0,1,9999,77
9,90060,5,1,0,3,9999,77
9,90061,1,1,12,8,9999,77
9,90062,1,1,1,12,2,10
9,90063,1,2,2,12,1,9
9,90063,2,2,55,68,5555,55
9,90063,3,2,12,12,3,12
9,90064,1,1,12,8,9999,77
9,90064,2,1,19,14,2,5
9,90065,1,2,12,12,1,12
9,90066,1,1,55,63,5555,55
9,90066,2,1,0,1,9999,77
9,90066,3,1,13,42,9999,77
9,90067,1,2,81,12,1,61
9,90067,2,2,55,64,5555,55
9,90067,3,2,12,24,9999,77
9,90068,1,1,55,68,5555,55
9,90068,2,1,12,12,2,12
9,90069,1,1,55,68,5555,55
9,90069,2,1,12,12,2,12
9,90070,1,2,12,35,9999,77
9,90070,2,2,55,67,5555,55
9,90070,3,2,14,42,9999,77
9,90070,4,2,55,69,5555,55
9,90070,5,2,61,12,1,13
9,90071,1,1,55,63,5555,55
9,90071,2,1,12,33,9999,77
9,90071,3,1,12,30,9999,77
9,90072,1,1,9,8,9999,77
9,90072,2,1,8,53,9999,77
9,90072,3,1,55,79,9999,77
9,90072,4,1,14,35,9999,77
9,90073,1,1,55,68,5555,55
9,90073,2,1,12,12,2,7
9,90073,3,1,55,63,5555,55
9,90073,4,1,12,33,9999,77
9,90073,5,1,12,38,9999,77
9,90074,1,1,55,63,5555,55
9,90074,2,1,1,33,9999,77
9,90074,3,1,81,58,9999,77
9,90074,4,1,81,24,9999,77
9,90075,1,2,12,12,1,1
9,90075,2,2,19,14,3,13
9,90076,1,2,12,12,1,11
9,90077,1,1,55,63,5555,55
9,90077,2,1,0,1,9999,77
9,90077,3,1,99,39,9999,77
9,90077,4,1,12,42,9999,77
9,90078,1,1,55,63,5555,55
9,90078,2,1,1,24,9999,77
9,90078,3,1,2,24,9999,77
9,90078,4,1,1,24,9999,77
9,90079,1,1,55,64,5555,55
9,90079,2,1,12,25,9999,77
9,90080,1,1,55,63,5555,55
9,90080,2,1,4,35,9999,77
9,90080,3,1,99,35,9999,77
9,90080,4,1,0,1,9999,77
9,90081,1,2,55,64,5555,55
9,90081,2,2,12,33,9999,77
9,90081,3,2,55,69,5555,55
9,90081,4,2,99,12,1,8
9,90081,5,1,0,1,9999,77
9,90081,6,1,55,63,5555,55
9,90081,7,1,99,35,9999,77
9,90081,8,2,55,63,5555,55
9,90081,9,2,12,57,9999,77
9,90082,1,1,12,11,9999,77
9,90083,1,1,12,8,9999,77
9,90084,1,2,12,12,1,3
9,90085,1,1,12,8,9999,77
9,90086,1,1,6,91,9999,77
9,90086,2,1,55,63,5555,55
9,90086,3,1,19,31,9999,77
9,90087,1,1,12,12,2,9
9,90088,1,2,12,12,1,12
9,90089,1,1,0,1,9999,77
9,90089,2,1,55,63,5555,55
9,90089,3,1,11,57,9999,77
9,90089,4,2,0,1,9999,77
9,90089,5,2,55,63,5555,55
9,90089,6,2,99,57,9999,77
9,90090,1,2,12,12,1,6
9,90091,1,1,55,64,5555,55
9,90091,2,1,99,33,9999,77
9,90091,3,1,9,42,9999,77
9,90091,4,1,99,14,2,12
9,90092,1,1,55,63,5555,55
9,90092,2,1,11,35,9999,77
9,90092,3,1,11,39,9999,77
9,90092,4,1,0,1,9999,77
9,90092,5,1,13,30,9999,77
9,90093,1,1,55,63,5555,55
9,90093,2,1,1,42,9999,77
9,90094,1,1,55,64,5555,55
9,90094,2,1,99,35,9999,77
9,90094,3,1,55,69,5555,55
9,90094,4,1,55,63,5555,55
9,90094,5,1,0,1,9999,77
9,90095,1,4,55,68,5555,55
9,90095,2,4,11,12,1,10
9,90095,3,4,18,54,2,11
9,90095,4,4,99,12,3,1
9,90095,5,4,55,64,5555,55
9,90095,6,4,99,57,9999,77
9,90096,1,2,55,63,5555,55
9,90096,2,2,1,14,1,7
9,90096,3,2,12,8,9999,77
9,90097,1,2,1,12,1,12
9,90098,1,1,12,12,2,3
9,90099,1,1,55,63,5555,55
9,90099,2,1,1,24,9999,77
9,90099,3,1,55,69,5555,55
9,90099,4,1,55,64,5555,55
9,90099,5,1,12,42,9999,77
9,90100,1,1,12,9,9999,77
9,90101,1,1,9,12,2,12
9,90102,1,2,12,12,1,1
9,90103,1,1,55,63,5555,55
9,90103,2,1,81,24,9999,77
9,90103,3,1,55,69,5555,55
9,90103,4,1,12,12,2,6
9,90103,5,1,55,63,5555,55
9,90103,6,1,99,35,9999,77
9,90103,7,1,0,1,9999,77
9,90103,8,1,0,3,9999,77
9,90103,9,2,55,63,5555,55
9,90103,10,2,99,30,9999,77
9,90103,11,2,0,1,9999,77
9,90104,1,1,0,16,9999,77
9,90104,2,1,55,63,5555,55
9,90104,3,1,12,43,9999,77
9,90104,4,1,12,42,9999,77
9,90105,1,2,12,12,1,6
9,90105,2,2,55,64,5555,55
9,90105,3,2,11,24,9999,77
9,90105,4,2,1,21,9999,77
9,90105,5,2,12,24,9999,77
9,90106,1,1,12,8,9999,77
9,90106,2,1,12,8,9999,77
9,90107,1,1,11,12,2,10
9,90108,1,1,55,71,9999,77
9,90108,2,1,12,59,9999,77
9,90108,3,1,99,42,9999,77
9,90109,1,3,12,12,2,6
9,90109,2,2,12,12,1,6
9,90110,1,1,55,64,5555,55
9,90110,2,1,3,42,9999,77
9,90110,3,1,0,1,9999,77
9,90111,1,2,55,63,5555,55
9,90111,2,2,12,14,1,6
9,90112,1,2,12,12,1,6
9,90113,1,1,55,63,5555,55
9,90113,2,1,12,39,9999,77
9,90114,1,1,55,64,5555,55
9,90114,2,1,99,24,9999,77
9,90115,1,2,1,8,9999,77
9,90115,2,2,1,14,1,8
9,90116,1,2,55,68,5555,55
9,90116,2,2,11,12,1,11
9,90117,1,1,11,12,2,1
9,90118,1,1,55,63,5555,55
9,90118,2,1,12,42,9999,77
9,90118,3,1,9,42,9999,77
9,90119,1,1,12,9,9999,77
9,90120,1,1,55,63,5555,55
9,90120,2,1,12,24,9999,77
9,90120,3,1,12,35,9999,77
9,90120,4,1,0,1,9999,77
9,90121,1,1,55,63,5555,55
9,90121,2,1,12,33,9999,77
9,90121,3,1,19,30,9999,77
9,90122,1,1,55,63,5555,55
9,90122,2,1,1,30,9999,77
9,90122,3,1,12,42,9999,77
9,90123,1,2,0,1,9999,77
9,90123,2,2,12,12,1,4
9,90123,3,2,19,54,1,5
9,90124,1,1,55,63,5555,55
9,90124,2,1,12,8,9999,77
9,90124,3,1,19,35,9999,77
9,90125,1,1,55,64,5555,55
9,90125,2,1,12,33,9999,77
9,90125,3,1,9,43,9999,77
9,90125,4,1,9,42,9999,77
9,90125,5,1,0,2,9999,77
9,90126,1,2,12,12,1,6
9,90128,1,1,12,12,2,3
9,90129,1,1,6,12,2,12
9,90130,1,1,55,68,5555,55
9,90130,2,1,55,64,5555,55
9,90130,3,1,12,33,9999,77
9,90130,4,1,12,42,9999,77
9,90131,1,2,12,12,1,1
9,90131,2,2,55,63,5555,55
9,90131,3,2,99,53,9999,77
9,90132,1,1,55,63,5555,55
9,90132,2,1,1,24,9999,77
9,90132,3,1,0,1,9999,77
9,90132,4,1,99,42,9999,77
9,90133,1,1,12,14,2,6
9,90134,1,1,11,8,9999,77
9,90134,2,1,55,63,5555,55
9,90134,3,1,12,33,9999,77
9,90134,4,1,12,42,9999,77
9,90135,1,2,12,12,1,6
9,90136,1,1,12,12,2,3
9,90137,1,2,55,68,5555,55
9,90137,2,2,12,12,1,12
9,90138,1,2,55,68,5555,55
9,90138,2,2,12,12,1,12
9,90139,1,1,1,12,2,12
9,90140,1,1,12,8,9999,77
9,90141,1,1,55,63,5555,55
9,90141,2,1,1,42,9999,77
9,90141,3,1,0,1,9999,77
9,90142,1,1,55,64,5555,55
9,90142,2,1,12,35,9999,77
9,90142,3,1,11,42,9999,77
9,90143,1,1,55,64,5555,55
9,90143,2,1,11,39,9999,77
9,90143,3,1,0,1,9999,77
9,90144,1,1,55,63,5555,55
9,90144,2,1,5,57,9999,77
9,90144,3,1,12,35,9999,77
9,90144,4,1,12,42,9999,77
9,90145,1,1,12,12,2,12
9,90146,1,1,55,63,5555,55
9,90146,2,1,12,33,9999,77
9,90146,3,1,2,42,9999,77
9,90146,4,1,5,42,9999,77
9,90147,1,1,55,63,5555,55
9,90147,2,1,12,30,9999,77
9,90149,1,1,0,1,9999,77
9,90150,1,1,55,64,5555,55
9,90150,2,1,8,42,9999,77
9,90150,3,1,99,42,9999,77
9,90150,4,1,0,1,9999,77
9,90151,1,1,12,8,9999,77
9,90152,1,3,55,64,5555,55
9,90152,2,3,6,30,9999,77
9,90152,3,3,6,14,1,3
9,90152,4,3,6,14,2,5
9,90153,1,2,55,68,5555,55
9,90153,2,2,12,12,1,12
9,90153,3,2,55,64,5555,55
9,90153,4,2,99,24,9999,77
9,90154,1,1,5,12,2,1
9,90154,2,1,19,14,3,7
9,90155,1,1,55,63,5555,55
9,90155,2,1,12,33,9999,77
9,90155,3,1,12,8,9999,77
9,90155,4,1,12,8,9999,77
9,90155,5,1,1,38,9999,77
9,90155,6,1,12,39,9999,77
9,90156,1,1,11,8,9999,77
9,90157,1,1,4,12,2,12
9,90158,1,1,55,63,5555,55
9,90158,2,1,12,42,9999,77
9,90159,1,1,11,12,2,1
9,90159,2,1,55,63,5555,55
9,90159,3,1,4,31,9999,77
9,90159,4,1,99,42,9999,77
9,90159,5,2,55,63,5555,55
9,90159,6,2,99,42,9999,77
9,90160,1,1,12,12,2,2
9,90160,2,1,55,63,5555,55
9,90160,3,1,12,8,9999,77
9,90160,4,1,12,8,9999,77
9,90160,5,1,99,30,9999,77
9,90160,6,2,55,64,5555,55
9,90160,7,2,7,38,9999,77
9,90160,8,2,7,19,9999,77
9,90161,1,1,55,64,5555,55
9,90161,2,1,12,33,9999,77
9,90161,3,1,12,43,9999,77
9,90162,1,1,55,63,5555,55
9,90162,2,1,12,30,9999,77
9,90162,3,1,0,1,9999,77
9,90163,1,1,55,63,5555,55
9,90163,2,1,9,31,9999,77
9,90164,1,1,55,68,5555,55
9,90164,2,1,12,12,2,12
9,90165,1,1,55,71,9999,77
9,90165,2,1,12,35,9999,77
9,90166,1,1,55,63,5555,55
9,90166,2,1,1,35,9999,77
9,90166,3,1,3,42,9999,77
9,90166,4,1,9,42,9999,77
9,90167,1,1,55,63,5555,55
9,90167,2,1,12,33,9999,77
9,90168,1,2,12,12,1,2
9,90169,1,1,11,8,9999,77
9,90170,1,1,55,63,5555,55
9,90170,2,1,1,17,9999,77
9,90170,3,1,1,53,9999,77
9,90170,4,1,1,42,9999,77
9,90171,1,1,55,63,5555,55
9,90171,2,1,12,35,9999,77
9,90171,3,1,12,31,9999,77
9,90172,1,1,55,63,5555,55
9,90172,2,1,0,1,9999,77
9,90172,3,1,12,14,2,4
9,90173,1,1,12,8,9999,77
9,90174,1,1,12,8,9999,77
9,90175,1,1,55,68,5555,55
9,90175,2,1,11,12,2,10
9,90176,1,1,55,68,5555,55
9,90176,2,1,11,12,2,11
9,90176,3,1,55,68,5555,55
9,90176,4,1,1,12,3,12
9,90177,1,2,12,12,1,2
9,90177,2,1,10,12,3,8
9,90178,1,1,12,8,9999,77
9,90179,1,1,2,12,2,12
9,90180,1,1,55,63,5555,55
9,90180,2,1,12,8,9999,77
9,90181,1,1,12,43,9999,77
9,90181,2,1,12,8,9999,77
9,90181,3,1,12,12,2,6
9,90182,1,2,55,68,5555,55
9,90182,2,2,12,12,1,12
9,90183,1,1,12,8,9999,77
9,90184,1,1,1,12,2,10
9,90184,2,1,55,64,5555,55
9,90184,3,1,10,25,9999,77
9,90185,1,1,55,63,5555,55
9,90185,2,1,8,30,9999,77
9,90185,3,1,0,2,9999,77
9,90187,1,1,55,64,5555,55
9,90187,2,1,12,53,9999,77
9,90187,3,1,12,43,9999,77
9,90187,4,1,12,19,9999,77
9,90188,1,1,55,68,5555,55
9,90188,2,1,11,12,2,11
9,90188,3,1,55,64,5555,55
9,90188,4,1,12,24,9999,77
9,90188,5,2,55,63,5555,55
9,90188,6,2,99,24,9999,77
9,90189,1,1,55,63,5555,55
9,90189,2,1,1,42,9999,77
9,90189,3,1,0,1,9999,77
9,90190,1,1,55,64,5555,55
9,90190,2,1,12,33,9999,77
9,90190,3,1,2,46,9999,77
9,90191,1,2,12,12,1,9
9,90192,1,1,55,64,5555,55
9,90192,2,1,11,24,9999,77
9,90192,3,1,12,42,9999,77
9,90193,1,3,55,68,5555,55
9,90193,2,3,12,12,1,12
9,90193,3,2,7,12,3,99
9,90194,1,1,55,63,5555,55
9,90194,2,1,12,33,9999,77
9,90194,3,1,10,39,9999,77
9,90195,1,1,12,8,9999,77
9,90197,1,1,12,8,9999,77
9,90198,1,2,12,12,1,6
9,90199,1,1,11,12,2,4
9,90200,1,1,55,64,5555,55
9,90200,2,1,12,57,9999,77
9,90200,3,1,12,35,9999,77
9,90200,4,1,12,42,9999,77
9,90200,5,1,0,1,9999,77
9,90201,1,1,55,64,5555,55
9,90201,2,1,12,42,9999,77
9,90201,3,1,12,19,9999,77
9,90201,4,1,55,69,5555,55
9,90201,5,1,0,1,9999,77
9,90202,1,1,12,11,9999,77
9,90202,2,1,12,8,9999,77
9,90203,1,1,55,63,5555,55
9,90203,2,1,10,30,9999,77
9,90203,3,1,0,1,9999,77
9,90204,1,1,9,12,2,12
9,90205,1,3,55,68,5555,55
9,90205,2,3,10,12,1,11
9,90205,3,3,12,12,2,12
9,90206,1,2,55,68,5555,55
9,90206,2,2,11,12,1,11
9,90206,3,1,0,2,9999,77
9,90207,1,1,55,63,5555,55
9,90207,2,1,2,42,9999,77
9,90207,3,1,0,1,9999,77
9,90208,1,1,12,12,2,3
9,90209,1,1,11,8,9999,77
9,90209,2,2,12,8,9999,77
9,90210,1,1,12,12,2,9
9,90211,1,1,55,63,5555,55
9,90211,2,1,12,59,9999,77
9,90211,3,1,12,42,9999,77
9,90211,4,1,0,2,9999,77
9,90212,1,1,55,64,5555,55
9,90212,2,1,11,42,9999,77
9,90212,3,1,0,1,9999,77
9,90213,1,1,55,63,5555,55
9,90213,2,1,12,33,9999,77
9,90213,3,1,12,30,9999,77
9,90213,4,1,99,39,9999,77
9,90214,1,3,55,63,5555,55
9,90214,2,3,1,14,1,7
9,90214,3,3,55,69,5555,55
9,90214,4,3,55,68,5555,55
9,90214,5,3,9,12,2,11
9,90214,6,2,0,1,9999,77
9,90214,7,2,55,63,5555,55
9,90214,8,2,6,57,9999,77
9,90215,1,1,1,12,2,11
9,90215,2,1,55,64,5555,55
9,90215,3,1,5,33,9999,77
9,90215,4,1,5,8,9999,77
9,90215,5,1,5,8,9999,77
9,90215,6,1,5,8,9999,77
9,90215,7,1,5,8,9999,77
9,90216,1,1,55,63,5555,55
9,90216,2,1,12,30,9999,77
9,90217,1,1,55,68,5555,55
9,90217,2,1,55,64,5555,55
9,90217,3,1,0,1,9999,77
9,90217,4,1,13,42,9999,77
9,90218,1,1,12,26,9999,77
9,90219,1,1,55,68,5555,55
9,90219,2,1,12,12,2,12
9,90221,1,1,55,64,5555,55
9,90221,2,1,11,24,9999,77
9,90222,1,1,55,63,5555,55
9,90222,2,1,12,19,9999,77
9,90223,1,1,12,8,9999,77
9,90223,2,1,55,63,5555,55
9,90223,3,1,12,12,2,9
9,90223,4,1,12,42,9999,77
9,90223,5,2,1,14,3,4
9,90224,1,1,55,68,5555,55
9,90224,2,1,55,64,5555,55
9,90224,3,1,12,57,9999,77
9,90224,4,1,12,30,9999,77
9,90224,5,1,12,42,9999,77
9,90225,1,1,55,64,5555,55
9,90225,2,1,12,25,9999,77
9,90225,3,1,12,25,9999,77
9,90226,1,1,3,12,2,12
9,90226,2,2,55,63,5555,55
9,90226,3,2,1,24,9999,77
9,90227,1,1,12,8,9999,77
9,90228,1,2,55,63,5555,55
9,90228,2,2,12,14,1,6
9,90229,1,2,12,12,1,6
9,90230,1,1,0,7,9999,77
9,90230,2,1,55,63,5555,55
9,90230,3,1,99,24,9999,77
9,90231,1,1,1,12,2,4
9,90231,2,3,12,12,1,99
9,90231,3,1,19,54,4,11
9,90232,1,1,55,63,5555,55
9,90232,2,1,12,42,9999,77
9,90233,1,1,12,8,9999,77
9,90234,1,1,12,8,9999,77
9,90235,1,1,12,8,9999,77
9,90236,1,1,12,8,9999,77
9,90237,1,1,10,12,2,12
9,90238,1,3,12,12,2,6
9,90238,2,2,99,12,1,6
9,90238,3,2,0,2,9999,77
9,90239,1,1,55,63,5555,55
9,90239,2,1,4,53,9999,77
9,90239,3,1,4,17,9999,77
9,90239,4,1,55,67,5555,55
9,90239,5,1,5,42,9999,77
9,90239,6,1,3,42,9999,77
9,90240,1,1,8,12,2,12
9,90241,1,1,55,64,5555,55
9,90241,2,1,12,33,9999,77
9,90241,3,1,55,69,5555,55
9,90241,4,1,55,67,5555,55
9,90241,5,1,55,63,5555,55
9,90241,6,1,12,33,9999,77
9,90241,7,1,12,38,9999,77
9,90241,8,1,12,42,9999,77
9,90242,1,1,12,12,2,12
9,90243,1,1,55,64,5555,55
9,90243,2,1,14,33,9999,77
9,90243,3,1,55,65,5555,55
9,90243,4,1,55,64,5555,55
9,90243,5,1,12,59,9999,77
9,90243,6,1,12,42,9999,77
9,90243,7,1,12,39,9999,77
9,90244,1,1,1,8,9999,77
9,90245,1,1,0,1,9999,77
9,90245,2,1,55,63,5555,55
9,90245,3,1,1,17,9999,77
9,90246,1,1,55,64,5555,55
9,90246,2,1,8,31,9999,77
9,90246,3,1,55,69,5555,55
9,90246,4,1,55,63,5555,55
9,90246,5,1,99,42,9999,77
9,90247,1,1,0,51,9999,77
9,90247,2,1,0,1,9999,77
9,90247,3,1,55,63,5555,55
9,90247,4,1,1,24,9999,77
9,90248,1,1,12,12,2,11
9,90248,2,1,55,68,5555,55
9,90248,3,3,12,12,1,3
9,90249,1,1,12,12,2,6
9,90249,2,1,19,8,9999,77
9,90249,3,1,19,8,9999,77
9,90250,1,1,55,68,5555,55
9,90250,2,1,12,12,2,12
9,90251,1,1,12,12,2,1
9,90252,1,1,55,64,5555,55
9,90252,2,1,11,57,9999,77
9,90252,3,1,55,69,5555,55
9,90252,4,2,11,12,1,9
9,90252,5,1,0,1,9999,77
9,90252,6,3,12,12,2,9
9,90253,1,2,12,12,1,6
9,90254,1,1,11,8,9999,77
9,90255,1,1,12,12,2,82
9,90256,1,1,12,8,9999,77
9,90257,1,1,55,71,9999,77
9,90257,2,1,12,31,9999,77
9,90257,3,1,0,2,9999,77
9,90258,1,1,11,8,9999,77
9,90258,2,2,12,8,9999,77
9,90259,1,2,12,12,1,3
9,90259,2,1,55,64,5555,55
9,90259,3,1,12,33,9999,77
9,90259,4,1,4,31,9999,77
9,90259,5,1,4,46,9999,77
9,90260,1,1,99,8,9999,77
9,90261,1,2,12,12,1,11
9,90261,2,2,55,68,5555,55
9,90261,3,2,11,14,3,12
9,90262,1,1,55,68,5555,55
9,90262,2,1,55,64,5555,55
9,90262,3,1,10,30,9999,77
9,90263,1,1,0,5,9999,77
9,90264,1,1,12,8,9999,77
9,90265,1,1,55,63,5555,55
9,90265,2,1,12,24,9999,77
9,90265,3,1,12,35,9999,77
9,90265,4,1,12,30,9999,77
9,90265,5,1,12,24,9999,77
9,90265,6,1,12,42,9999,77
9,90266,1,1,55,64,5555,55
9,90266,2,1,12,30,9999,77
9,90266,3,1,12,42,9999,77
9,90266,4,1,12,19,9999,77
9,90267,1,1,55,63,5555,55
9,90267,2,1,0,2,9999,77
9,90268,1,1,3,12,2,7
9,90268,2,1,55,64,5555,55
9,90268,3,1,9,24,9999,77
9,90268,4,2,55,63,5555,55
9,90268,5,2,99,24,9999,77
9,90268,6,2,0,1,9999,77
10,100001,1,1,12,8,9999,77
10,100002,1,1,55,63,5555,55
10,100002,2,1,12,38,9999,77
10,100002,3,1,99,35,9999,77
10,100002,4,1,12,38,9999,77
10,100002,5,1,0,2,9999,77
10,100003,1,2,55,68,5555,55
10,100003,2,2,81,12,1,12
10,100004,1,1,12,8,9999,77
10,100005,1,1,55,63,5555,55
10,100005,2,1,0,1,9999,77
10,100006,1,1,55,69,5555,55
10,100006,2,1,12,12,2,12
10,100006,3,1,55,63,5555,55
10,100006,4,1,12,24,9999,77
10,100006,5,2,55,68,5555,55
10,100006,6,3,12,12,2,6
10,100006,7,2,55,60,5555,55
10,100006,8,2,18,54,3,13
10,100007,1,1,12,8,9999,77
10,100008,1,1,55,68,5555,55
10,100008,2,1,55,64,5555,55
10,100008,3,1,14,33,9999,77
10,100008,4,1,0,3,9999,77
10,100009,1,1,55,64,5555,55
10,100009,2,1,9,30,9999,77
10,100009,3,1,0,1,9999,77
10,100010,1,1,55,63,5555,55
10,100010,2,1,12,52,9999,77
10,100010,3,1,2,42,9999,77
10,100011,1,1,12,12,2,12
10,100012,1,2,12,12,1,62
10,100013,1,1,12,12,2,12
10,100014,1,1,12,8,9999,77
10,100015,1,1,55,68,5555,55
10,100015,2,1,55,64,5555,55
10,100015,3,1,1,34,9999,77
10,100015,4,1,55,67,5555,55
10,100015,5,1,12,58,9999,77
10,100015,6,1,0,1,9999,77
10,100016,1,1,12,9,9999,77
10,100017,1,1,99,8,9999,77
10,100018,1,2,12,12,1,81
10,100018,2,2,55,63,5555,55
10,100018,3,2,7,33,9999,77
10,100018,4,1,55,63,5555,55
10,100018,5,1,12,33,9999,77
10,100019,1,1,12,8,9999,77
10,100020,1,1,12,8,9999,77
10,100021,1,1,14,8,9999,77
10,100022,1,1,12,8,9999,77
10,100023,1,1,55,63,5555,55
10,100023,2,1,81,24,9999,77
10,100024,1,1,12,8,9999,77
10,100025,1,1,99,8,9999,77
10,100025,2,2,14,8,9999,77
10,100026,1,1,55,63,5555,55
10,100026,2,1,55,69,5555,55
10,100026,3,1,0,1,9999,77
10,100026,4,1,13,59,9999,77
10,100027,1,1,2,8,9999,77
10,100027,2,2,14,8,9999,77
10,100027,3,3,14,8,9999,77
10,100028,1,2,12,12,1,1
10,100029,1,1,12,8,9999,77
10,100030,1,1,12,12,2,83
10,100031,1,2,12,12,1,6
10,100032,1,1,55,61,5555,55
10,100032,2,2,12,12,1,81
10,100032,3,1,99,12,3,6
10,100033,1,1,55,68,5555,55
10,100033,2,2,12,12,1,3
10,100033,3,1,55,64,5555,55
10,100033,4,1,12,34,9999,77
10,100034,1,2,12,12,1,82
10,100035,1,1,55,68,5555,55
10,100035,2,1,55,63,5555,55
10,100035,3,1,12,33,9999,77
10,100035,4,1,12,19,9999,77
10,100035,5,1,55,71,9999,77
10,100035,6,1,0,2,9999,77
10,100036,1,2,55,68,5555,55
10,100036,2,1,55,68,5555,55
10,100036,3,2,55,68,5555,55
10,100036,4,2,12,12,1,12
10,100037,1,1,12,12,2,4
10,100038,1,1,55,68,5555,55
10,100038,2,1,55,64,5555,55
10,100038,3,1,12,30,9999,77
10,100039,1,1,12,12,2,11
10,100040,1,1,12,9,9999,77
10,100041,1,1,55,63,5555,55
10,100041,2,1,55,69,5555,55
10,100041,3,1,55,68,5555,55
10,100041,4,1,55,68,5555,55
10,100041,5,1,55,63,5555,55
10,100041,6,1,62,42,9999,77
10,100041,7,1,62,42,9999,77
10,100041,8,1,0,1,9999,77
10,100042,1,2,12,12,1,5
10,100042,2,2,0,2,9999,77
10,100043,1,1,12,9,9999,77
10,100044,1,1,55,63,5555,55
10,100044,2,1,55,69,5555,55
10,100044,3,1,55,68,5555,55
10,100044,4,1,55,63,5555,55
10,100044,5,1,0,1,9999,77
10,100045,1,1,12,8,9999,77
10,100046,1,1,12,8,9999,77
10,100047,1,1,0,1,9999,77
10,100047,2,1,19,54,2,12
10,100047,3,1,19,54,3,12
10,100048,1,1,55,63,5555,55
10,100048,2,1,5,42,9999,77
10,100048,3,1,12,53,9999,77
10,100048,4,1,12,42,9999,77
10,100049,1,1,55,68,5555,55
10,100049,2,1,12,12,2,12
10,100049,3,1,55,64,5555,55
10,100049,4,1,61,24,9999,77
10,100049,5,1,0,2,9999,77
10,100050,1,1,12,12,2,4
10,100051,1,1,12,8,9999,77
10,100052,1,1,55,68,5555,55
10,100052,2,1,55,64,5555,55
10,100052,3,1,98,33,9999,77
10,100052,4,1,81,30,9999,77
10,100053,1,1,12,12,2,9
10,100053,2,2,7,12,1,5
10,100053,3,1,12,12,3,12
10,100054,1,1,6,14,2,12
10,100054,2,1,12,14,3,6
10,100054,3,1,55,64,5555,55
10,100054,4,1,12,30,9999,77
10,100054,5,1,12,26,9999,77
10,100054,6,1,0,1,9999,77
10,100055,1,1,55,68,5555,55
10,100055,2,1,12,12,2,12
10,100056,1,2,12,12,1,61
10,100056,2,1,55,63,5555,55
10,100056,3,1,0,1,9999,77
10,100057,1,1,12,12,2,12
10,100058,1,2,55,68,5555,55
10,100058,2,2,12,12,1,11
10,100059,1,1,55,63,5555,55
10,100059,2,1,61,38,9999,77
10,100059,3,1,61,38,9999,77
10,100059,4,1,11,42,9999,77
10,100059,5,1,9,42,9999,77
10,100060,1,1,12,8,9999,77
10,100061,1,2,55,68,5555,55
10,100061,2,2,12,12,1,9
10,100062,1,1,55,64,5555,55
