STATE,ST_CASE,EVENTNUM,VNUMBER1,AOI1,SOE,VNUMBER2,AOI2
19,190215,1,1,55,63,5555,55
19,190215,2,1,0,1,9999,77
19,190216,1,1,12,8,9999,77
19,190217,1,1,4,12,2,12
19,190218,1,1,55,68,5555,55
19,190218,2,2,55,68,5555,55
19,190218,3,1,12,12,2,12
19,190219,1,1,3,12,2,12
19,190220,1,2,55,68,5555,55
19,190220,2,1,12,12,2,12
19,190221,1,1,55,68,5555,55
19,190221,2,1,12,8,9999,77
19,190222,1,1,0,5,9999,77
19,190223,1,1,55,68,5555,55
19,190223,2,1,12,12,2,12
19,190224,1,1,55,63,5555,55
19,190224,2,1,0,1,9999,77
19,190225,1,1,12,12,2,6
19,190225,2,2,55,68,5555,55
19,190225,3,2,3,12,3,12
19,190225,4,1,55,64,5555,55
19,190225,5,2,0,1,9999,77
19,190226,1,1,55,71,9999,77
19,190226,2,1,12,18,9999,77
19,190226,3,1,12,18,9999,77
19,190226,4,1,0,1,9999,77
19,190227,1,1,12,12,2,6
19,190227,2,1,3,12,3,9
19,190227,3,1,0,2,9999,77
19,190228,1,1,55,63,5555,55
19,190228,2,1,12,59,9999,77
19,190228,3,1,0,1,9999,77
19,190229,1,1,12,8,9999,77
19,190230,1,1,55,68,5555,55
19,190230,2,1,7,12,2,12
19,190231,1,1,55,63,5555,55
19,190231,2,1,0,1,9999,77
19,190232,1,1,12,12,2,12
19,190232,2,1,0,2,9999,77
19,190233,1,1,55,63,5555,55
19,190233,2,1,99,38,9999,77
19,190233,3,1,55,67,5555,55
19,190233,4,1,0,3,9999,77
19,190234,1,1,12,8,9999,77
19,190235,1,1,55,64,5555,55
19,190235,2,1,0,3,9999,77
19,190236,1,1,12,8,9999,77
19,190237,1,1,55,63,5555,55
19,190237,2,1,12,19,9999,77
19,190237,3,1,12,42,9999,77
19,190238,1,1,55,68,5555,55
19,190238,2,1,12,12,2,12
19,190238,3,1,55,64,5555,55
19,190238,4,1,0,1,9999,77
19,190238,5,2,55,63,5555,55
19,190238,6,2,0,1,9999,77
19,190239,1,1,12,8,9999,77
19,190239,2,1,12,14,2,8
19,190239,3,1,0,1,9999,77
19,190240,1,1,3,12,2,12
19,190240,2,3,12,73,9999,77
19,190241,1,1,55,63,5555,55
19,190241,2,1,55,67,5555,55
19,190241,3,1,0,1,9999,77
19,190242,1,1,55,64,5555,55
19,190242,2,1,55,69,5555,55
19,190242,3,1,55,64,5555,55
19,190242,4,1,0,1,9999,77
19,190242,5,1,0,3,9999,77
19,190243,1,1,55,63,5555,55
19,190243,2,1,99,59,9999,77
19,190243,3,1,3,30,9999,77
19,190243,4,1,99,30,9999,77
19,190243,5,1,0,1,9999,77
19,190244,1,1,55,64,5555,55
19,190244,2,1,98,43,9999,77
19,190244,3,1,55,69,5555,55
19,190244,4,1,55,63,5555,55
19,190244,5,1,0,1,9999,77
19,190245,1,1,55,63,5555,55
19,190245,2,1,0,1,9999,77
19,190246,1,1,12,9,9999,77
19,190247,1,1,12,12,2,6
19,190247,2,1,10,14,3,4
19,190247,3,1,9,8,9999,77
19,190248,1,1,55,64,5555,55
19,190248,2,1,12,46,9999,77
19,190248,3,1,0,1,9999,77
19,190248,4,1,0,2,9999,77
19,190249,1,1,55,63,5555,55
19,190249,2,1,12,35,9999,77
19,190249,3,1,12,43,9999,77
19,190249,4,1,0,1,9999,77
19,190250,1,1,12,12,2,9
19,190251,1,1,55,64,5555,55
19,190251,2,1,0,1,9999,77
19,190252,1,1,12,12,2,8
19,190252,2,2,0,1,9999,77
19,190253,1,1,3,12,2,9
19,190253,2,2,55,63,5555,55
19,190253,3,2,0,1,9999,77
19,190254,1,1,55,63,5555,55
19,190254,2,1,55,69,5555,55
19,190254,3,1,55,64,5555,55
19,190254,4,1,0,1,9999,77
19,190255,1,1,55,63,5555,55
19,190255,2,1,55,69,5555,55
19,190255,3,1,55,64,5555,55
19,190255,4,1,0,1,9999,77
19,190256,1,1,55,63,5555,55
19,190256,2,1,0,1,9999,77
19,190256,3,1,12,33,9999,77
19,190256,4,1,12,42,9999,77
19,190257,1,1,55,63,5555,55
19,190257,2,1,55,69,5555,55
19,190257,3,1,9,12,2,12
19,190258,1,1,12,12,2,1
19,190260,1,1,10,12,2,12
19,190261,1,1,55,64,5555,55
19,190261,2,1,0,1,9999,77
19,190261,3,1,99,38,9999,77
19,190263,1,1,55,68,5555,55
19,190263,2,1,12,12,2,12
19,190264,1,1,55,68,5555,55
19,190264,2,1,12,12,2,12
19,190265,1,1,12,12,2,3
19,190266,1,1,55,63,5555,55
19,190266,2,1,12,42,9999,77
19,190267,1,1,11,12,2,12
19,190268,1,1,12,12,2,3
19,190268,2,2,55,64,5555,55
19,190268,3,2,0,1,9999,77
19,190269,1,1,12,8,9999,77
19,190270,1,1,55,64,5555,55
19,190270,2,1,0,1,9999,77
19,190271,1,1,55,68,5555,55
19,190271,2,1,12,12,2,12
19,190272,1,1,1,12,2,12
19,190273,1,1,1,10,9999,77
19,190274,1,1,55,64,5555,55
19,190274,2,1,55,67,5555,55
19,190274,3,1,0,1,9999,77
19,190275,1,1,55,63,5555,55
19,190275,2,1,55,69,5555,55
19,190275,3,1,0,1,9999,77
19,190276,1,1,55,64,5555,55
19,190276,2,1,55,65,5555,55
19,190276,3,1,3,12,2,12
19,190276,4,1,0,1,9999,77
19,190276,5,1,55,60,5555,55
19,190276,6,3,12,73,9999,77
19,190277,1,1,55,64,5555,55
19,190277,2,1,12,42,9999,77
19,190277,3,1,0,1,9999,77
19,190278,1,1,55,63,5555,55
19,190278,2,1,0,1,9999,77
19,190279,1,1,55,63,5555,55
19,190279,2,1,55,69,5555,55
19,190279,3,1,55,64,5555,55
19,190279,4,1,0,1,9999,77
19,190280,1,1,55,63,5555,55
19,190280,2,1,0,1,9999,77
19,190281,1,1,12,12,2,6
19,190282,1,1,55,79,9999,77
19,190282,2,1,0,1,9999,77
19,190283,1,1,55,63,5555,55
19,190283,2,1,55,69,5555,55
19,190283,3,1,55,64,5555,55
19,190283,4,1,3,30,9999,77
19,190283,5,1,3,42,9999,77
19,190284,1,1,12,12,2,3
19,190284,2,2,0,1,9999,77
19,190285,1,1,12,12,2,12
19,190286,1,1,12,12,2,6
19,190287,1,1,55,68,5555,55
19,190287,2,1,11,12,2,9
19,190288,1,1,12,12,2,6
19,190288,2,1,0,2,9999,77
19,190289,1,1,55,63,5555,55
19,190289,2,1,55,69,5555,55
19,190289,3,1,0,1,9999,77
19,190290,1,1,12,12,2,12
19,190291,1,1,12,12,2,11
19,190292,1,1,55,63,5555,55
19,190292,2,1,0,1,9999,77
19,190293,1,1,55,64,5555,55
19,190293,2,1,12,42,9999,77
19,190293,3,1,0,2,9999,77
19,190294,1,1,55,68,5555,55
19,190294,2,1,12,12,2,12
19,190295,1,1,55,64,5555,55
19,190295,2,1,0,1,9999,77
19,190295,3,1,0,3,9999,77
19,190296,1,1,12,15,9999,77
19,190297,1,1,55,64,5555,55
19,190297,2,1,0,1,9999,77
19,190298,1,1,11,12,3,12
19,190298,2,3,1,12,2,12
19,190299,1,1,55,63,5555,55
19,190299,2,1,0,1,9999,77
19,190300,1,1,55,63,5555,55
19,190300,2,1,0,1,9999,77
19,190301,1,1,55,68,5555,55
19,190301,2,1,3,12,2,12
19,190302,1,1,12,12,2,6
19,190302,2,2,12,12,3,6
19,190303,1,1,12,8,9999,77
19,190304,1,1,55,64,5555,55
19,190304,2,1,55,69,5555,55
19,190304,3,1,55,63,5555,55
19,190304,4,1,0,1,9999,77
19,190305,1,1,55,68,5555,55
19,190305,2,1,12,12,2,12
19,190305,3,1,0,2,9999,77
19,190305,4,2,0,2,9999,77
19,190306,1,1,11,8,9999,77
19,190306,2,1,55,63,5555,55
19,190306,3,1,0,1,9999,77
19,190307,1,1,55,63,5555,55
19,190307,2,1,4,14,2,7
19,190307,3,1,12,8,9999,77
19,190308,1,1,55,63,5555,55
19,190308,2,1,55,69,5555,55
19,190308,3,1,55,64,5555,55
19,190308,4,1,0,1,9999,77
19,190309,1,1,55,64,5555,55
19,190309,2,1,0,1,9999,77
19,190309,3,1,6,19,9999,77
19,190309,4,1,0,2,9999,77
19,190310,1,1,55,71,9999,77
19,190310,2,1,0,2,9999,77
20,200001,1,1,55,68,5555,55
20,200001,2,1,12,12,2,12
20,200002,1,1,55,68,5555,55
20,200002,2,1,55,64,5555,55
20,200002,3,1,12,43,9999,77
20,200002,4,1,12,42,9999,77
20,200002,5,1,0,2,9999,77
20,200003,1,1,1,12,2,9
20,200003,2,1,0,1,9999,77
20,200003,3,2,0,1,9999,77
20,200004,1,1,11,10,9999,77
20,200005,1,1,55,63,5555,55
20,200005,2,1,12,53,9999,77
20,200005,3,1,55,69,5555,55
20,200005,4,1,0,1,9999,77
20,200006,1,1,3,12,2,12
20,200006,2,1,0,1,9999,77
20,200007,1,1,55,64,5555,55
20,200007,2,1,0,1,9999,77
20,200008,1,1,1,8,9999,77
20,200009,1,1,55,63,5555,55
20,200009,2,1,55,69,5555,55
20,200009,3,1,55,68,5555,55
20,200009,4,1,55,64,5555,55
20,200009,5,1,12,35,9999,77
20,200009,6,1,0,1,9999,77
20,200010,1,1,12,12,2,6
20,200011,1,1,55,64,5555,55
20,200011,2,1,12,31,9999,77
20,200011,3,1,12,35,9999,77
20,200011,4,1,0,1,9999,77
20,200011,5,1,13,38,9999,77
20,200012,1,1,55,63,5555,55
20,200012,2,1,0,1,9999,77
20,200013,1,1,55,68,5555,55
20,200013,2,1,12,12,2,12
20,200013,3,1,7,12,3,7
20,200014,1,1,55,68,5555,55
20,200014,2,1,55,64,5555,55
20,200014,3,1,12,38,9999,77
20,200014,4,1,12,43,9999,77
20,200015,1,1,55,68,5555,55
20,200015,2,1,55,64,5555,55
20,200015,3,1,12,42,9999,77
20,200016,1,1,55,64,5555,55
20,200016,2,1,11,31,9999,77
20,200016,3,1,11,23,9999,77
20,200017,1,1,12,12,2,12
20,200018,1,2,12,12,3,2
20,200018,2,3,12,12,1,10
20,200018,3,2,12,12,1,10
20,200019,1,1,55,68,5555,55
20,200019,2,1,12,12,2,12
20,200020,1,1,55,63,5555,55
20,200020,2,1,12,31,9999,77
20,200021,1,1,3,12,2,12
20,200022,1,1,2,12,2,7
20,200022,2,1,55,64,5555,55
20,200022,3,1,11,25,9999,77
20,200023,1,1,55,68,5555,55
20,200023,2,1,11,12,2,11
20,200024,1,1,55,64,5555,55
20,200024,2,1,12,32,9999,77
20,200025,1,1,55,63,5555,55
20,200025,2,1,0,1,9999,77
20,200026,1,1,2,12,2,12
20,200027,1,1,12,12,2,6
20,200028,1,1,55,68,5555,55
20,200028,2,1,12,12,2,12
20,200028,3,1,0,2,9999,77
20,200028,4,2,0,2,9999,77
20,200029,1,1,9,12,2,12
20,200030,1,1,12,12,2,2
20,200030,2,2,55,60,5555,55
20,200030,3,2,2,73,9999,77
20,200030,4,2,18,54,3,12
20,200031,1,1,55,63,5555,55
20,200031,2,1,14,33,9999,77
20,200031,3,1,55,67,5555,55
20,200031,4,1,12,38,9999,77
20,200031,5,1,12,43,9999,77
20,200032,1,1,12,8,9999,77
20,200033,1,1,55,64,5555,55
20,200033,2,1,1,24,9999,77
20,200033,3,1,10,21,9999,77
20,200034,1,1,55,63,5555,55
20,200034,2,1,12,38,9999,77
20,200034,3,1,12,18,9999,77
20,200035,1,1,12,12,2,8
20,200035,2,1,0,1,9999,77
20,200035,3,1,99,12,3,12
20,200036,1,1,55,64,5555,55
20,200036,2,1,0,1,9999,77
20,200037,1,1,55,63,5555,55
20,200037,2,1,0,1,9999,77
20,200037,3,1,99,38,9999,77
20,200038,1,1,55,68,5555,55
20,200038,2,1,12,12,2,12
20,200039,1,1,12,11,9999,77
20,200039,2,1,55,64,5555,55
20,200039,3,1,0,1,9999,77
20,200040,1,1,55,64,5555,55
20,200040,2,1,12,42,9999,77
20,200041,1,1,1,12,2,7
20,200041,2,1,55,64,5555,55
20,200041,3,1,1,31,9999,77
20,200041,4,1,13,30,9999,77
20,200042,1,1,12,12,2,12
20,200042,2,1,55,64,5555,55
20,200042,3,1,55,63,5555,55
20,200042,4,2,0,2,9999,77
20,200042,5,3,14,73,9999,77
20,200043,1,1,55,64,5555,55
20,200043,2,1,12,42,9999,77
20,200044,1,1,55,63,5555,55
20,200044,2,1,55,67,5555,55
20,200044,3,1,14,35,9999,77
20,200045,1,1,2,12,2,12
20,200045,2,1,12,12,3,11
20,200046,1,1,7,10,9999,77
20,200047,1,1,55,64,5555,55
20,200047,2,1,12,31,9999,77
20,200047,3,1,12,31,9999,77
20,200047,4,1,12,31,9999,77
20,200047,5,1,0,1,9999,77
20,200048,1,1,55,64,5555,55
20,200048,2,1,0,1,9999,77
20,200049,1,1,55,63,5555,55
20,200049,2,1,9,34,9999,77
20,200049,3,1,0,1,9999,77
20,200050,1,1,55,63,5555,55
20,200050,2,1,12,30,9999,77
20,200050,3,1,0,1,9999,77
20,200051,1,1,55,63,5555,55
20,200051,2,1,12,35,9999,77
20,200051,3,1,55,67,5555,55
20,200051,4,1,12,38,9999,77
20,200052,1,1,55,68,5555,55
20,200052,2,1,12,12,2,12
20,200052,3,1,55,64,5555,55
20,200052,4,2,55,63,5555,55
20,200052,5,2,0,2,9999,77
20,200053,1,1,10,12,2,5
20,200054,1,1,12,8,9999,77
20,200055,1,1,55,63,5555,55
20,200055,2,1,55,69,5555,55
20,200055,3,1,55,64,5555,55
20,200055,4,1,99,53,9999,77
20,200055,5,1,99,32,9999,77
20,200055,6,1,0,1,9999,77
20,200056,1,1,55,61,5555,55
20,200056,2,1,55,63,5555,55
20,200056,3,1,55,69,5555,55
20,200056,4,1,55,64,5555,55
20,200056,5,1,12,34,9999,77
20,200057,1,1,55,64,5555,55
20,200057,2,1,0,1,9999,77
20,200058,1,1,55,64,5555,55
20,200058,2,1,9,42,9999,77
20,200058,3,1,0,1,9999,77
20,200059,1,1,55,71,9999,77
20,200059,2,1,12,35,9999,77
20,200059,3,1,0,1,9999,77
20,200060,1,1,12,12,2,6
20,200061,1,1,0,99,9999,77
20,200062,1,1,55,64,5555,55
20,200062,2,1,12,42,9999,77
20,200062,3,1,0,2,9999,77
20,200063,1,1,11,12,2,12
20,200063,2,2,55,64,5555,55
20,200063,3,2,12,31,9999,77
20,200064,1,1,3,12,2,12
20,200065,1,1,12,8,9999,77
20,200066,1,1,55,68,5555,55
20,200066,2,1,55,64,5555,55
20,200066,3,1,55,69,5555,55
20,200066,4,1,55,63,5555,55
20,200066,5,1,0,1,9999,77
20,200067,1,1,55,68,5555,55
20,200067,2,1,55,64,5555,55
20,200067,3,1,99,35,9999,77
20,200068,1,1,55,64,5555,55
20,200068,2,1,0,1,9999,77
20,200069,1,1,55,68,5555,55
20,200069,2,1,55,64,5555,55
20,200069,3,1,12,42,9999,77
20,200070,1,1,12,12,2,6
20,200070,2,1,55,63,5555,55
20,200070,3,1,1,34,9999,77
20,200070,4,1,0,1,9999,77
20,200071,1,1,55,68,5555,55
20,200071,2,1,11,12,2,8
20,200072,1,1,12,12,2,3
20,200073,1,1,55,64,5555,55
20,200073,2,1,12,34,9999,77
20,200073,3,1,12,30,9999,77
20,200074,1,1,55,68,5555,55
20,200074,2,1,11,12,2,10
20,200074,3,1,55,68,5555,55
20,200074,4,1,55,63,5555,55
20,200074,5,2,0,51,9999,77
20,200075,1,1,55,61,5555,55
20,200075,2,1,55,63,5555,55
20,200075,3,1,0,1,9999,77
20,200076,1,1,12,12,2,12
20,200076,2,1,55,63,5555,55
20,200076,3,1,0,1,9999,77
20,200076,4,2,55,64,5555,55
20,200076,5,2,0,51,9999,77
20,200077,1,1,11,8,9999,77
20,200077,2,1,11,8,9999,77
20,200078,1,1,55,63,5555,55
20,200078,2,1,55,67,5555,55
20,200078,3,1,12,35,9999,77
20,200078,4,1,14,12,2,13
20,200079,1,1,55,68,5555,55
20,200079,2,1,55,64,5555,55
20,200079,3,1,12,34,9999,77
20,200079,4,1,0,1,9999,77
20,200079,5,1,99,42,9999,77
20,200079,6,1,99,38,9999,77
20,200080,1,1,55,64,5555,55
20,200080,2,1,0,1,9999,77
20,200081,1,1,55,68,5555,55
20,200081,2,1,55,64,5555,55
20,200081,3,1,0,1,9999,77
20,200082,1,1,55,68,5555,55
20,200082,2,1,55,60,5555,55
20,200082,3,1,55,68,5555,55
20,200082,4,1,0,1,9999,77
20,200082,5,1,55,63,5555,55
20,200082,6,1,99,53,9999,77
20,200082,7,1,99,38,9999,77
20,200083,1,1,55,68,5555,55
20,200083,2,1,55,64,5555,55
20,200083,3,1,11,24,9999,77
20,200083,4,1,55,69,5555,55
20,200083,5,1,55,68,5555,55
20,200083,6,1,55,63,5555,55
20,200083,7,1,11,24,9999,77
20,200083,8,1,55,69,5555,55
20,200083,9,2,11,12,1,2
20,200084,1,1,55,63,5555,55
20,200084,2,1,12,14,2,6
20,200084,3,1,0,2,9999,77
20,200085,1,1,82,12,2,9
20,200085,2,1,55,63,5555,55
20,200085,3,1,12,31,9999,77
20,200086,1,1,11,12,2,3
20,200086,2,2,55,64,5555,55
20,200086,3,2,12,31,9999,77
20,200086,4,1,55,63,5555,55
20,200086,5,1,12,21,9999,77
20,200086,6,1,0,2,9999,77
20,200087,1,1,55,68,5555,55
20,200087,2,1,11,12,2,10
20,200087,3,1,0,5,9999,77
20,200088,1,1,12,12,2,7
20,200088,2,1,0,2,9999,77
20,200088,3,2,0,2,9999,77
20,200089,1,1,12,12,2,12
20,200090,1,1,55,68,5555,55
20,200090,2,1,12,12,2,12
20,200091,1,1,55,64,5555,55
20,200091,2,1,55,69,5555,55
20,200091,3,1,55,63,5555,55
20,200091,4,1,12,23,9999,77
20,200091,5,1,0,1,9999,77
20,200092,1,2,12,12,1,11
20,200092,2,3,11,12,1,3
20,200093,1,1,55,68,5555,55
20,200093,2,1,12,8,9999,77
20,200094,1,1,12,12,2,6
20,200095,1,1,55,65,5555,55
20,200095,2,1,12,12,2,12
20,200096,1,1,55,68,5555,55
20,200096,2,1,12,12,2,12
20,200097,1,1,55,68,5555,55
20,200097,2,1,3,12,2,12
20,200098,1,1,55,63,5555,55
20,200098,2,1,55,69,5555,55
20,200098,3,1,0,1,9999,77
20,200100,1,1,2,12,2,12
20,200100,2,2,55,64,5555,55
20,200100,3,2,0,1,9999,77
20,200101,1,1,55,64,5555,55
20,200101,2,1,55,65,5555,55
20,200101,3,1,55,69,5555,55
20,200101,4,1,12,12,2,9
20,200101,5,1,99,12,3,8
20,200101,6,1,55,64,5555,55
20,200101,7,1,12,38,9999,77
20,200101,8,3,0,1,9999,77
20,200102,1,1,12,12,2,1
20,200102,2,1,55,63,5555,55
20,200102,3,1,11,31,9999,77
20,200103,1,1,55,68,5555,55
20,200103,2,1,55,69,5555,55
20,200103,3,1,55,64,5555,55
20,200103,4,1,8,35,9999,77
20,200103,5,1,0,1,9999,77
20,200104,1,1,8,8,9999,77
20,200105,1,1,55,60,5555,55
20,200105,2,1,55,68,5555,55
20,200105,3,3,12,12,1,3
20,200105,4,1,55,68,5555,55
20,200105,5,1,99,12,2,11
20,200105,6,2,55,63,5555,55
20,200105,7,3,55,61,5555,55
20,200105,8,3,55,68,5555,55
20,200105,9,3,12,12,4,12
20,200105,10,3,55,64,5555,55
20,200105,11,3,12,23,9999,77
20,200105,12,3,0,2,9999,77
20,200105,13,4,0,2,9999,77
20,200106,1,1,55,64,5555,55
20,200106,2,1,14,33,9999,77
20,200106,3,1,12,30,9999,77
20,200107,1,1,55,63,5555,55
20,200107,2,1,55,69,5555,55
20,200107,3,1,55,68,5555,55
20,200107,4,1,55,64,5555,55
20,200107,5,1,1,23,9999,77
20,200107,6,1,0,1,9999,77
20,200107,7,1,13,34,9999,77
20,200108,1,1,55,63,5555,55
20,200108,2,1,5,23,9999,77
20,200108,3,1,0,5,9999,77
20,200109,1,1,9,12,2,12
20,200109,2,1,55,64,5555,55
20,200109,3,1,99,99,9999,77
20,200110,1,1,55,68,5555,55
20,200110,2,1,11,12,2,7
20,200110,3,1,55,64,5555,55
20,200110,4,1,0,1,9999,77
20,200111,1,1,55,68,5555,55
20,200111,2,1,55,64,5555,55
20,200111,3,1,55,69,5555,55
20,200111,4,1,0,1,9999,77
20,200112,1,1,12,12,2,3
20,200113,1,1,12,12,2,6
20,200114,1,1,55,68,5555,55
20,200114,2,1,55,64,5555,55
20,200114,3,1,11,35,9999,77
20,200114,4,1,0,1,9999,77
20,200115,1,1,55,63,5555,55
20,200115,2,1,12,23,9999,77
20,200115,3,1,0,1,9999,77
20,200115,4,1,0,3,9999,77
20,200116,1,1,55,64,5555,55
20,200116,2,1,12,43,9999,77
20,200116,3,1,12,19,9999,77
20,200117,1,1,55,64,5555,55
20,200117,2,1,55,69,5555,55
20,200117,3,1,55,63,5555,55
20,200117,4,1,12,38,9999,77
20,200117,5,1,12,30,9999,77
20,200117,6,1,0,1,9999,77
20,200118,1,1,1,9,9999,77
20,200119,1,1,10,12,2,1
20,200120,1,1,55,63,5555,55
20,200120,2,1,11,30,9999,77
20,200121,1,1,55,68,5555,55
20,200121,2,1,12,12,2,12
20,200121,3,1,55,64,5555,55
20,200121,4,1,0,2,9999,77
20,200122,1,1,12,12,2,9
20,200123,1,1,55,63,5555,55
20,200123,2,1,99,34,9999,77
20,200123,3,1,0,1,9999,77
20,200124,1,1,55,63,5555,55
20,200124,2,1,12,33,9999,77
20,200124,3,1,99,43,9999,77
20,200124,4,1,0,1,9999,77
20,200124,5,1,0,2,9999,77
20,200125,1,1,55,68,5555,55
20,200125,2,1,55,64,5555,55
20,200125,3,1,12,33,9999,77
20,200125,4,1,55,60,5555,55
20,200125,5,1,18,54,2,4
20,200125,6,1,12,42,9999,77
20,200126,1,1,55,63,5555,55
20,200126,2,1,12,42,9999,77
20,200127,1,1,55,68,5555,55
20,200127,2,1,12,12,2,12
20,200127,3,2,55,64,5555,55
20,200127,4,2,12,38,9999,77
20,200128,1,1,3,12,2,12
20,200129,1,1,55,64,5555,55
20,200129,2,1,12,42,9999,77
20,200130,1,1,12,12,2,2
20,200130,2,2,55,64,5555,55
20,200130,3,2,3,30,9999,77
20,200131,1,1,10,12,2,4
20,200131,2,2,0,1,9999,77
20,200132,1,1,1,12,2,12
20,200133,1,1,55,68,5555,55
20,200133,2,1,55,64,5555,55
20,200133,3,1,11,8,9999,77
20,200134,1,1,55,68,5555,55
20,200134,2,1,55,64,5555,55
20,200134,3,1,12,24,9999,77
20,200134,4,1,0,1,9999,77
20,200134,5,1,99,32,9999,77
20,200135,1,1,1,12,2,1
20,200136,1,1,55,68,5555,55
20,200136,2,1,55,64,5555,55
20,200136,3,1,55,67,5555,55
20,200136,4,1,1,42,9999,77
20,200137,1,1,1,8,9999,77
20,200138,1,1,9,12,2,12
20,200139,1,1,12,12,2,11
20,200139,2,1,55,64,5555,55
20,200139,3,1,12,26,9999,77
20,200139,4,1,55,69,5555,55
20,200139,5,1,12,8,9999,77
20,200140,1,1,55,68,5555,55
20,200140,2,1,55,64,5555,55
20,200140,3,2,55,63,5555,55
20,200140,4,1,12,12,2,12
20,200141,1,1,55,68,5555,55
20,200141,2,1,12,12,2,12
20,200142,1,1,55,68,5555,55
20,200142,2,1,3,12,2,12
20,200143,1,1,55,68,5555,55
20,200143,2,1,55,64,5555,55
20,200143,3,1,12,24,9999,77
20,200144,1,1,1,11,9999,77
20,200144,2,1,55,68,5555,55
20,200144,3,1,1,12,2,12
20,200145,1,1,55,63,5555,55
20,200145,2,1,12,32,9999,77
20,200145,3,1,0,1,9999,77
20,200146,1,1,12,12,2,2
20,200147,1,1,55,64,5555,55
20,200147,2,1,14,43,9999,77
20,200147,3,1,0,1,9999,77
20,200148,1,1,3,12,2,12
20,200149,1,1,12,12,2,3
20,200150,1,1,55,63,5555,55
20,200150,2,1,0,1,9999,77
20,200151,1,1,55,68,5555,55
20,200151,2,1,55,64,5555,55
20,200151,3,1,12,33,9999,77
20,200151,4,1,8,30,9999,77
20,200152,1,1,55,68,5555,55
20,200152,2,1,55,64,5555,55
20,200152,3,1,9,24,9999,77
20,200152,4,1,0,1,9999,77
20,200153,1,1,55,68,5555,55
20,200153,2,1,55,64,5555,55
20,200153,3,1,12,32,9999,77
20,200154,1,1,12,12,2,3
20,200155,1,1,12,12,2,12
20,200155,2,2,0,1,9999,77
20,200156,1,1,12,12,2,3
20,200156,2,2,55,63,5555,55
20,200156,3,1,55,68,5555,55
20,200156,4,1,12,12,3,11
20,200157,1,1,12,12,2,11
20,200158,1,1,55,63,5555,55
20,200158,2,1,99,32,9999,77
20,200158,3,1,0,1,9999,77
20,200158,4,1,99,42,9999,77
20,200159,1,1,55,63,5555,55
20,200159,2,1,0,1,9999,77
20,200160,1,1,55,63,5555,55
20,200160,2,1,12,21,9999,77
20,200161,1,1,55,63,5555,55
20,200161,2,1,12,34,9999,77
20,200161,3,1,12,31,9999,77
20,200161,4,1,0,1,9999,77
20,200162,1,1,55,68,5555,55
20,200162,2,1,12,12,2,12
20,200163,1,1,3,12,2,12
20,200163,2,1,99,12,3,11
20,200164,1,1,55,68,5555,55
20,200164,2,1,12,12,2,12
20,200164,3,1,55,63,5555,55
20,200164,4,1,0,2,9999,77
20,200164,5,2,55,63,5555,55
20,200164,6,2,0,1,9999,77
20,200165,1,1,9,12,2,12
20,200166,1,1,55,63,5555,55
20,200166,2,1,55,69,5555,55
20,200166,3,1,55,68,5555,55
20,200166,4,1,55,64,5555,55
20,200166,5,1,0,1,9999,77
20,200167,1,1,55,63,5555,55
20,200167,2,1,55,69,5555,55
20,200167,3,1,55,68,5555,55
20,200167,4,1,55,64,5555,55
20,200167,5,1,0,1,9999,77
20,200168,1,1,55,68,5555,55
20,200168,2,1,11,12,2,11
20,200168,3,1,55,64,5555,55
20,200168,4,2,55,68,5555,55
20,200168,5,2,12,12,3,11
20,200168,6,2,55,64,5555,55
20,200168,7,2,0,1,9999,77
20,200168,8,3,55,63,5555,55
20,200168,9,3,0,1,9999,77
20,200168,10,3,0,2,9999,77
20,200169,1,1,1,12,2,3
20,200170,1,1,55,63,5555,55
20,200170,2,1,12,18,9999,77
20,200170,3,1,0,1,9999,77
20,200170,4,1,0,5,9999,77
20,200171,1,1,12,12,2,12
20,200172,1,1,12,8,9999,77
20,200173,1,1,55,63,5555,55
20,200173,2,1,12,34,9999,77
20,200174,1,1,55,68,5555,55
20,200174,2,1,55,64,5555,55
20,200174,3,1,55,67,5555,55
20,200174,4,1,1,32,9999,77
20,200174,5,1,1,38,9999,77
20,200174,6,1,0,1,9999,77
20,200175,1,1,4,12,2,12
20,200175,2,1,55,63,5555,55
20,200175,3,1,99,25,9999,77
20,200176,1,1,12,9,9999,77
20,200177,1,1,55,63,5555,55
20,200177,2,1,12,31,9999,77
20,200177,3,1,0,1,9999,77
20,200178,1,1,55,63,5555,55
20,200178,2,1,55,69,5555,55
20,200178,3,1,55,68,5555,55
20,200178,4,1,55,64,5555,55
20,200178,5,1,0,1,9999,77
20,200178,6,1,99,38,9999,77
20,200179,1,1,2,12,2,10
20,200179,2,1,55,64,5555,55
20,200179,3,1,12,30,9999,77
20,200179,4,1,0,2,9999,77
20,200180,1,1,12,12,2,10
20,200180,2,1,55,64,5555,55
20,200180,3,1,99,31,9999,77
20,200180,4,1,0,1,9999,77
20,200180,5,2,55,63,5555,55
20,200180,6,2,0,1,9999,77
20,200181,1,1,55,68,5555,55
20,200181,2,1,55,64,5555,55
20,200181,3,1,0,1,9999,77
20,200182,1,1,3,12,2,12
20,200182,2,2,0,1,9999,77
20,200183,1,1,55,63,5555,55
20,200183,2,1,0,1,9999,77
20,200184,1,1,55,61,5555,55
20,200184,2,1,55,63,5555,55
20,200184,3,1,0,1,9999,77
20,200185,1,1,55,68,5555,55
