STATE,ST_CASE,VEH_NO,PER_NO,PBPTYPE,PBAGE,PBSEX,PBCWALK,PBSWALK,PBSZONE,PEDCTYPE,BIKECTYPE,PEDLOC,BIKELOC,PEDPOS,BIKEPOS,PEDDIR,BIKEDIR,MOTDIR,MOTMAN,PEDLEG,PEDSNR,PEDCGP,BIKECGP
12,121678,0,1,5,54,1,0,1,0,680,0,3,7,3,7,8,7,8,8,8,8,990,0
12,121679,0,1,5,51,1,1,1,0,781,0,1,7,2,7,9,7,2,1,9,99,790,0
12,121683,0,1,5,37,1,0,0,0,680,0,3,7,3,7,8,7,8,8,8,8,990,0
12,121688,0,1,5,38,2,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0
12,121689,0,1,5,69,1,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0
12,121690,0,1,5,59,2,0,0,0,313,0,2,7,3,7,2,7,3,3,1,2b,600,0
12,121694,0,1,5,65,2,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0
12,121713,0,1,5,56,2,0,1,0,680,0,3,7,3,7,8,7,8,8,8,8,990,0
12,121715,0,1,5,56,1,0,0,0,680,0,3,7,3,7,8,7,8,8,8,8,990,0
12,121722,0,1,5,17,1,0,0,0,410,0,3,7,6,7,8,7,8,8,8,8,400,0
12,121727,0,1,5,61,1,0,1,0,680,0,3,7,3,7,8,7,8,8,8,8,990,0
12,121738,0,1,5,68,2,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0
12,121740,0,1,5,61,1,0,0,0,610,0,3,7,3,7,8,7,8,8,8,8,600,0
12,121741,0,1,5,53,1,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0
12,121746,0,1,5,58,2,1,1,0,781,0,1,7,2,7,3,7,1,1,2,11b,790,0
12,121748,0,1,5,65,1,0,0,0,741,0,2,7,3,7,9,7,4,3,9,99,740,0
12,121752,0,1,5,34,1,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0
12,121773,0,1,8,57,1,1,1,0,760,0,1,7,2,7,1,7,2,3,2,3b,750,0
12,121775,0,1,5,32,1,0,0,0,313,0,3,7,3,7,8,7,8,8,8,8,600,0
12,121776,0,1,5,28,1,0,0,0,680,0,3,7,3,7,8,7,8,8,8,8,990,0
12,121788,0,1,5,50,1,0,1,0,410,0,3,7,3,7,8,7,8,8,8,8,400,0
12,121802,0,1,5,33,1,0,0,0,410,0,3,7,3,7,8,7,8,8,8,8,400,0
12,121807,0,1,5,45,1,0,0,0,410,0,3,7,4,7,8,7,8,8,8,8,400,0
12,121811,0,1,5,86,1,0,0,0,680,0,3,7,3,7,8,7,8,8,8,8,990,0
12,121814,0,1,5,89,1,0,0,0,781,0,1,7,2,7,4,7,2,1,2,11b,790,0
12,121817,0,1,5,86,1,0,0,0,770,0,3,7,3,7,8,7,8,8,8,8,750,0
12,121826,0,1,5,38,1,0,0,0,459,0,3,7,4,7,8,7,8,8,8,8,400,0
12,121827,0,1,5,69,2,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0
12,121834,0,1,5,3,2,0,1,0,760,0,1,7,2,7,4,7,3,3,1,1a,750,0
12,121836,0,1,5,53,1,0,0,0,760,0,2,7,3,7,2,7,1,3,1,2a,750,0
12,121837,0,1,5,998,9,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0
12,121839,0,1,5,65,1,0,1,0,313,0,1,7,2,7,9,7,1,3,1,1c,600,0
12,121844,0,1,5,56,2,0,1,0,410,0,3,7,5,7,8,7,8,8,8,8,400,0
12,121845,0,1,5,17,1,0,0,0,313,0,3,7,3,7,8,7,8,8,8,8,600,0
12,121848,0,1,5,50,1,0,1,0,760,0,1,7,2,7,1,7,4,3,1,1a,750,0
12,121849,0,1,5,51,1,0,1,0,680,0,3,7,3,7,8,7,8,8,8,8,990,0
12,121851,0,1,5,68,1,0,1,0,680,0,3,7,3,7,8,7,8,8,8,8,990,0
12,121852,0,1,5,56,1,1,1,0,690,0,1,7,2,7,1,7,2,3,2,3b,990,0
12,121854,0,1,5,33,1,0,0,0,230,0,3,7,3,7,8,7,8,8,8,8,100,0
12,121858,0,1,5,45,2,0,0,0,760,0,2,7,3,7,9,7,1,3,2,4c,750,0
12,121861,0,1,5,998,1,0,0,0,212,0,3,7,3,7,8,7,8,8,8,8,200,0
12,121861,0,2,5,998,9,0,0,0,212,0,3,7,3,7,8,7,8,8,8,8,200,0
12,121861,0,3,5,998,9,0,0,0,212,0,3,7,3,7,8,7,8,8,8,8,200,0
12,121867,0,1,5,41,2,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0
12,121870,0,1,5,87,1,0,0,0,781,0,2,7,9,7,9,7,1,1,2,12d,790,0
12,121871,0,1,5,73,2,1,0,0,770,0,3,7,2,7,8,7,8,8,8,8,750,0
12,121872,0,1,5,50,1,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0
12,121873,0,1,5,58,1,0,0,0,741,0,3,7,3,7,8,7,8,8,8,8,740,0
12,121875,0,1,5,55,1,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0
12,121877,0,1,5,49,1,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0
12,121878,0,1,5,18,2,1,1,0,690,0,1,7,2,7,3,7,2,3,1,1a,990,0
12,121884,0,1,5,31,1,0,0,0,230,0,3,7,3,7,8,7,8,8,8,8,100,0
12,121889,0,1,5,37,1,0,0,0,610,0,2,7,3,7,9,7,4,3,1,2c,600,0
12,121898,0,1,5,998,1,0,1,0,620,0,3,7,3,7,8,7,8,8,8,8,600,0
12,121899,0,1,8,998,1,0,1,0,760,0,1,7,1,7,9,7,1,3,1,2c,750,0
12,121900,0,1,5,998,9,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0
12,121902,0,1,5,998,9,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0
12,121905,0,1,5,36,1,0,1,0,760,0,2,7,3,7,1,7,2,3,2,4b,750,0
12,121906,0,1,5,83,1,1,1,0,799,0,1,7,2,7,9,7,1,1,2,11c,790,0
12,121918,0,1,5,52,1,0,1,0,791,0,2,7,3,7,9,7,9,8,8,99,790,0
12,121919,0,1,5,998,9,0,0,0,459,0,3,7,4,7,8,7,8,8,8,8,400,0
12,121919,0,2,5,998,9,0,0,0,459,0,3,7,4,7,8,7,8,8,8,8,400,0
12,121920,0,1,8,65,1,0,1,0,410,0,3,7,4,7,8,7,8,8,8,8,400,0
12,121922,0,1,5,74,1,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0
12,121933,0,1,5,998,9,0,0,0,680,0,3,7,9,7,8,7,8,8,8,8,990,0
12,121937,0,1,5,64,1,1,1,0,760,0,1,7,2,7,9,7,4,3,1,1c,750,0
12,121939,0,1,5,998,8,0,1,0,690,0,1,7,2,7,9,7,1,3,1,1c,990,0
12,121946,0,1,5,56,2,0,0,0,910,0,3,7,3,7,8,7,8,8,8,8,910,0
12,121947,0,1,5,33,1,0,0,0,410,0,3,7,3,7,8,7,8,8,8,8,400,0
12,121951,0,1,5,87,1,0,0,0,760,0,1,7,2,7,3,7,2,3,2,3a,750,0
12,121955,0,1,5,44,1,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0
12,121962,0,1,5,56,1,1,1,0,690,0,2,7,5,7,9,7,4,3,9,99,990,0
12,121962,0,2,5,60,1,1,1,0,690,0,2,7,5,7,9,7,4,3,9,99,990,0
12,121967,0,1,5,47,2,0,1,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0
12,121971,0,1,5,56,1,1,1,0,690,0,1,7,1,7,2,7,1,3,2,4a,990,0
12,121972,0,1,8,65,1,0,1,0,610,0,3,7,3,7,8,7,8,8,8,8,600,0
12,121973,0,1,5,59,2,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0
12,121978,0,1,5,998,2,0,1,0,313,0,3,7,3,7,8,7,8,8,8,8,600,0
12,121981,0,1,5,20,1,0,1,0,313,0,3,7,3,7,8,7,8,8,8,8,600,0
12,121983,0,1,5,30,1,0,0,0,680,0,3,7,4,7,8,7,8,8,8,8,990,0
12,121996,0,1,5,14,2,0,0,0,680,0,3,7,3,7,8,7,8,8,8,8,990,0
12,121997,0,1,5,70,1,0,0,0,610,0,3,7,3,7,8,7,8,8,8,8,600,0
12,122011,0,1,5,56,1,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0
12,122012,0,1,5,998,9,1,1,0,760,0,1,7,2,7,9,7,4,3,2,3c,750,0
12,122014,0,1,5,70,2,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0
12,122021,0,1,5,19,2,0,1,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0
12,122033,0,1,5,8,1,0,0,0,312,0,3,7,3,7,8,7,8,8,8,8,310,0
12,122034,0,1,5,35,2,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0
12,122039,0,1,5,23,1,0,0,0,680,0,3,7,3,7,8,7,8,8,8,8,990,0
12,122045,0,1,5,55,1,0,1,0,160,0,3,7,3,7,8,7,8,8,8,8,100,0
12,122048,0,1,5,73,2,0,0,0,410,0,3,7,3,7,8,7,8,8,8,8,400,0
12,122052,0,1,5,52,1,1,1,0,760,0,1,7,1,7,3,7,2,3,1,2a,750,0
12,122056,0,1,5,43,2,0,0,0,410,0,3,7,3,7,8,7,8,8,8,8,400,0
12,122057,0,1,5,85,1,0,1,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0
12,122061,0,1,5,18,2,0,1,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0
12,122065,0,1,5,65,1,0,0,0,680,0,3,7,9,7,8,7,8,8,8,8,990,0
12,122068,0,1,5,78,1,1,1,0,781,0,1,7,2,7,1,7,1,1,2,11a,790,0
12,122069,0,1,5,35,2,0,1,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0
12,122069,0,2,5,36,1,0,1,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0
12,122074,0,1,5,21,2,0,0,0,690,0,1,7,1,7,9,7,3,3,2,4c,990,0
12,122075,0,1,5,35,2,0,0,0,430,0,3,7,4,7,8,7,8,8,8,8,400,0
12,122076,0,1,5,34,1,0,0,0,410,0,3,7,3,7,8,7,8,8,8,8,400,0
12,122077,0,1,5,30,2,0,1,0,680,0,3,7,3,7,8,7,8,8,8,8,990,0
12,122089,0,1,5,40,1,0,0,0,680,0,3,7,3,7,8,7,8,8,8,8,990,0
12,122092,0,1,5,19,1,0,1,0,313,0,3,7,3,7,8,7,8,8,8,8,600,0
12,122097,0,1,8,52,1,1,1,0,520,0,2,7,5,7,9,7,4,3,1,2d,500,0
12,122097,0,2,5,53,2,1,1,0,520,0,2,7,5,7,9,7,4,3,1,2d,500,0
12,122099,0,1,5,59,2,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0
12,122101,0,1,5,18,1,0,0,0,741,0,3,7,3,7,8,7,8,8,8,8,740,0
12,122110,0,1,5,59,1,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0
12,122112,0,1,5,53,1,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0
12,122122,0,1,5,46,1,0,1,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0
12,122131,0,1,5,51,1,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0
12,122141,0,1,5,62,1,0,0,0,461,0,3,7,5,7,8,7,8,8,8,8,460,0
12,122142,0,1,5,55,9,0,1,0,610,0,3,7,3,7,8,7,8,8,8,8,600,0
12,122143,0,1,5,86,2,1,1,0,730,0,3,7,2,7,8,7,8,8,8,8,720,0
12,122149,0,1,5,87,2,0,1,0,465,0,2,7,3,7,9,7,3,2,1,6c,460,0
12,122154,0,1,5,998,9,1,0,0,781,0,2,7,3,7,9,7,2,1,2,12c,790,0
12,122158,0,1,5,58,2,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0
12,122162,0,1,5,38,2,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0
12,122168,0,1,5,21,2,0,0,0,230,0,3,7,3,7,8,7,8,8,8,8,100,0
12,122169,0,1,5,32,1,0,0,0,430,0,3,7,3,7,8,7,8,8,8,8,400,0
12,122170,0,1,5,64,2,0,1,0,760,0,2,7,3,7,4,7,1,3,2,4b,750,0
12,122183,0,1,5,45,1,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0
12,122184,0,1,5,62,1,0,0,0,690,0,1,7,2,7,4,7,3,3,1,1a,990,0
12,122196,0,1,5,44,1,0,0,0,680,0,3,7,3,7,8,7,8,8,8,8,990,0
12,122198,0,1,5,66,2,1,1,0,760,0,1,7,2,7,9,7,1,3,9,99,750,0
12,122204,0,1,5,56,1,0,1,0,313,0,3,7,3,7,8,7,8,8,8,8,600,0
12,122206,0,1,5,1,1,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0
12,122207,0,1,5,50,1,0,1,0,313,0,1,7,2,7,9,7,2,3,9,99,600,0
12,122212,0,1,8,67,1,0,0,0,430,0,3,7,3,7,8,7,8,8,8,8,400,0
12,122219,0,1,5,53,1,1,1,0,760,0,1,7,2,7,4,7,3,3,1,1a,750,0
12,122224,0,1,5,4,1,0,0,0,741,0,3,7,3,7,8,7,8,8,8,8,740,0
12,122230,0,1,5,41,1,0,0,0,680,0,3,7,3,7,8,7,8,8,8,8,990,0
12,122233,0,1,5,31,2,1,0,0,770,0,1,7,2,7,1,7,4,3,2,3a,750,0
12,122234,0,1,5,68,1,0,0,0,760,0,1,7,1,7,3,7,4,3,1,2b,750,0
12,122235,0,1,5,20,1,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0
12,122238,0,1,5,74,1,0,0,0,760,0,1,7,1,7,9,7,4,3,9,99,750,0
12,122239,0,1,5,24,1,0,1,0,410,0,3,7,3,7,8,7,8,8,8,8,400,0
12,122243,0,1,5,25,2,0,0,0,230,0,3,7,3,7,8,7,8,8,8,8,100,0
12,122262,0,1,5,56,2,0,1,0,680,0,3,7,3,7,8,7,8,8,8,8,990,0
12,122265,0,1,5,36,2,0,0,0,313,0,3,7,3,7,8,7,8,8,8,8,600,0
12,122270,0,1,5,58,2,0,0,0,680,0,3,7,3,7,8,7,8,8,8,8,990,0
12,122281,0,1,5,46,2,1,1,0,760,0,1,7,2,7,1,7,4,3,2,3a,750,0
12,122287,0,1,5,56,1,0,0,0,620,0,3,7,3,7,8,7,8,8,8,8,600,0
12,122291,0,1,5,56,1,1,1,0,760,0,1,7,2,7,2,7,1,3,2,3a,750,0
12,122296,0,1,5,24,2,0,0,0,440,0,3,7,3,7,8,7,8,8,8,8,400,0
12,122299,0,1,5,19,1,0,0,0,610,0,3,7,3,7,8,7,8,8,8,8,600,0
12,122300,0,1,5,27,1,0,1,0,680,0,3,7,3,7,8,7,8,8,8,8,990,0
12,122305,0,1,5,998,1,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0
12,122306,0,1,5,33,1,0,0,0,910,0,3,7,3,7,8,7,8,8,8,8,910,0
12,122311,0,1,5,20,1,0,0,0,410,0,3,7,3,7,8,7,8,8,8,8,400,0
12,122318,0,1,5,43,1,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0
12,122319,0,1,5,19,1,0,0,0,410,0,3,7,4,7,8,7,8,8,8,8,400,0
12,122320,0,1,5,22,1,0,0,0,410,0,3,7,3,7,8,7,8,8,8,8,400,0
12,122322,0,1,5,27,1,0,0,0,690,0,2,7,9,7,9,7,9,8,8,99,990,0
12,122324,0,1,5,59,1,1,0,0,770,0,1,7,2,7,4,7,1,3,1,1b,750,0
12,122329,0,1,5,42,2,0,0,0,213,0,3,7,3,7,8,7,8,8,8,8,200,0
12,122331,0,1,5,57,1,0,1,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0
12,122334,0,1,5,79,2,0,1,0,465,0,3,7,5,7,8,7,8,8,8,8,460,0
12,122340,0,1,5,81,1,0,1,0,690,0,2,7,3,7,1,7,2,3,2,4b,990,0
12,122341,0,1,5,58,1,0,0,0,461,0,2,7,3,7,4,7,1,1,1,10b,460,0
12,122347,0,1,5,74,1,0,1,0,690,0,2,7,3,7,9,7,3,3,2,4c,990,0
12,122348,0,1,5,998,9,1,1,0,620,0,3,7,3,7,8,7,8,8,8,8,600,0
12,122348,0,2,5,61,1,1,1,0,620,0,3,7,3,7,8,7,8,8,8,8,600,0
12,122349,0,1,5,53,2,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0
12,122350,0,1,5,85,1,0,0,0,690,0,2,7,3,7,9,7,4,9,8,99,990,0
12,122354,0,1,5,39,1,0,1,0,610,0,3,7,3,7,8,7,8,8,8,8,600,0
12,122356,0,1,5,27,1,0,0,0,410,0,3,7,3,7,8,7,8,8,8,8,400,0
12,122360,0,1,5,56,1,0,0,0,910,0,3,7,3,7,8,7,8,8,8,8,910,0
12,122362,0,1,5,64,1,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0
12,122370,0,1,5,46,1,0,0,0,410,0,3,7,3,7,8,7,8,8,8,8,400,0
12,122372,0,1,5,46,1,1,1,0,690,0,2,7,3,7,9,7,1,3,2,4c,990,0
12,122381,0,1,5,31,1,0,1,0,680,0,3,7,3,7,8,7,8,8,8,8,990,0
12,122385,0,1,5,65,1,0,0,0,760,0,2,7,3,7,9,7,2,3,9,99,750,0
12,122388,0,1,5,82,1,1,1,0,690,0,1,7,1,7,1,7,4,3,1,2a,990,0
12,122395,0,1,8,17,1,0,0,0,410,0,3,7,3,7,8,7,8,8,8,8,400,0
12,122397,0,1,8,69,1,0,1,0,760,0,1,7,2,7,9,7,1,3,2,3c,750,0
12,122398,0,1,8,80,1,1,1,0,791,0,1,7,2,7,3,7,1,2,2,7b,790,0
12,122409,0,1,5,38,1,0,0,0,760,0,1,7,2,7,3,7,2,3,1,1a,750,0
12,122412,0,1,5,63,2,0,0,0,680,0,3,7,3,7,8,7,8,8,8,8,990,0
12,122414,0,1,5,52,1,0,1,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0
12,122416,0,1,5,46,2,0,0,0,410,0,3,7,6,7,8,7,8,8,8,8,400,0
12,122418,0,1,5,28,2,0,1,0,610,0,3,7,3,7,8,7,8,8,8,8,600,0
12,122418,0,2,5,23,2,0,1,0,610,0,3,7,3,7,8,7,8,8,8,8,600,0
12,122418,0,3,5,38,2,0,0,0,610,0,3,7,3,7,8,7,8,8,8,8,600,0
12,122430,0,1,5,28,1,0,0,0,770,0,3,7,3,7,8,7,8,8,8,8,750,0
12,122431,0,1,5,27,1,0,0,0,430,0,3,7,3,7,8,7,8,8,8,8,400,0
12,122440,0,1,5,31,1,0,0,0,313,0,3,7,3,7,8,7,8,8,8,8,600,0
12,122441,0,1,5,62,1,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0
12,122445,0,1,5,80,2,0,1,0,410,0,3,7,3,7,8,7,8,8,8,8,400,0
12,122447,0,1,5,70,1,0,1,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0
12,122451,0,1,5,29,2,0,1,0,760,0,2,7,3,7,2,7,3,3,1,2b,750,0
12,122453,0,1,5,33,2,1,1,0,760,0,1,7,2,7,3,7,4,3,2,3b,750,0
12,122457,0,1,5,998,1,1,1,0,760,0,1,7,2,7,4,7,1,3,2,3b,750,0
12,122459,0,1,5,61,1,0,1,0,680,0,3,7,3,7,8,7,8,8,8,8,990,0
12,122464,0,1,5,74,2,1,1,0,781,0,1,7,2,7,1,7,1,1,2,11a,790,0
12,122465,0,1,5,19,1,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0
12,122469,0,1,5,19,1,0,0,0,230,0,2,7,3,7,9,7,2,3,2,4c,100,0
12,122470,0,1,5,69,1,0,1,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0
12,122480,0,1,5,37,2,0,0,0,690,0,2,7,3,7,9,7,1,3,9,99,990,0
12,122485,0,1,5,63,1,1,1,0,140,0,1,7,1,7,9,7,1,3,2,4c,100,0
12,122488,0,1,5,47,1,0,0,0,230,0,3,7,9,7,8,7,8,8,8,8,100,0
12,122492,0,1,5,25,2,0,0,0,459,0,3,7,6,7,8,7,8,8,8,8,400,0
12,122496,0,1,5,44,1,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0
12,122502,0,1,5,50,2,1,1,0,690,0,1,7,2,7,9,7,2,3,1,1c,990,0
12,122504,0,1,5,60,1,0,0,0,760,0,2,7,3,7,4,7,1,3,1,2b,750,0
12,122507,0,1,5,54,1,0,0,0,760,0,2,7,3,7,9,7,2,3,1,2c,750,0
12,122510,0,1,5,998,2,0,1,0,680,0,3,7,3,7,8,7,8,8,8,8,990,0
12,122511,0,1,5,999,9,0,1,0,680,0,3,7,9,7,8,7,8,8,8,8,990,0
12,122519,0,1,5,53,2,1,1,0,690,0,1,7,2,7,9,7,4,3,1,1c,990,0
12,122525,0,1,5,78,1,0,1,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0
12,122530,0,1,5,52,1,0,0,0,741,0,3,7,3,7,8,7,8,8,8,8,740,0
12,122535,0,1,5,58,1,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0
12,122536,0,1,8,998,8,0,1,0,742,0,3,7,3,7,8,7,8,8,8,8,740,0
12,122539,0,1,5,79,1,0,1,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0
12,122543,0,1,5,61,1,0,1,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0
12,122544,0,1,5,56,1,0,1,0,680,0,3,7,3,7,8,7,8,8,8,8,990,0
12,122553,0,1,5,15,1,0,0,0,459,0,3,7,3,7,8,7,8,8,8,8,400,0
12,122561,0,1,5,58,1,0,1,0,680,0,3,7,3,7,8,7,8,8,8,8,990,0
12,122562,0,1,5,47,1,1,1,0,690,0,1,7,2,7,4,7,1,3,2,3b,990,0
12,122569,0,1,5,61,1,0,1,0,680,0,3,7,3,7,8,7,8,8,8,8,990,0
12,122570,0,1,5,998,1,0,0,0,760,0,2,7,3,7,1,7,2,3,2,4b,750,0
12,122572,0,1,5,69,1,1,1,0,760,0,2,7,3,7,2,7,1,3,1,2a,750,0
12,122574,0,1,5,44,1,0,1,0,610,0,2,7,3,7,4,7,1,3,1,2b,600,0
12,122581,0,1,5,75,2,1,1,0,741,0,3,7,3,7,8,7,8,8,8,8,740,0
12,122587,0,1,5,57,1,0,0,0,910,0,3,7,3,7,8,7,8,8,8,8,910,0
12,122588,0,1,5,998,1,1,1,0,760,0,1,7,2,7,4,7,3,3,1,1a,750,0
12,122588,0,2,5,998,2,1,1,0,760,0,1,7,2,7,4,7,3,3,1,1a,750,0
12,122593,0,1,5,19,2,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0
12,122599,0,1,5,64,1,0,0,0,760,0,2,7,3,7,2,7,1,3,1,2a,750,0
12,122605,0,1,5,63,1,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0
12,122607,0,1,5,61,1,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0
12,122611,0,1,5,48,1,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0
12,122628,0,1,5,56,1,1,1,0,760,0,1,7,2,7,2,7,1,3,2,3a,750,0
12,122629,0,1,5,72,1,1,1,0,760,0,1,7,2,7,4,7,3,3,2,3a,750,0
12,122630,0,1,5,55,1,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0
12,122636,0,1,5,55,1,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0
12,122637,0,1,5,54,1,0,0,0,313,0,3,7,3,7,8,7,8,8,8,8,600,0
12,122641,0,1,5,40,1,0,1,0,741,0,3,7,3,7,8,7,8,8,8,8,740,0
12,122648,0,1,5,67,2,1,0,0,791,0,1,7,2,7,4,7,2,2,2,7b,790,0
12,122653,0,1,5,56,1,0,1,0,465,0,3,7,5,7,8,7,8,8,8,8,460,0
12,122655,0,1,5,51,1,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0
12,122656,0,1,5,24,1,0,0,0,760,0,2,7,3,7,1,7,2,3,1,2b,750,0
12,122661,0,1,5,84,1,0,0,0,680,0,3,7,4,7,8,7,8,8,8,8,990,0
12,122661,0,2,5,35,1,0,0,0,680,0,3,7,9,7,8,7,8,8,8,8,990,0
12,122664,0,1,5,59,1,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0
12,122669,0,1,5,34,2,1,1,0,760,0,2,7,3,7,1,7,4,3,2,4a,750,0
12,122678,0,1,5,24,1,0,0,0,230,0,3,7,4,7,8,7,8,8,8,8,100,0
12,122678,0,2,5,19,1,0,0,0,230,0,3,7,4,7,8,7,8,8,8,8,100,0
12,122684,0,1,5,71,1,0,0,0,680,0,3,7,3,7,8,7,8,8,8,8,990,0
12,122690,0,1,5,54,2,0,0,0,741,0,3,7,3,7,8,7,8,8,8,8,740,0
12,122691,0,1,5,43,1,0,0,0,680,0,3,7,3,7,8,7,8,8,8,8,990,0
12,122693,0,1,5,10,1,0,1,0,741,0,2,7,3,7,1,7,4,3,2,4a,740,0
12,122703,0,1,5,11,1,0,1,0,741,0,1,7,1,7,4,7,3,3,1,2a,740,0
12,122707,0,1,5,44,1,1,1,0,690,0,2,7,3,7,9,7,4,3,2,4c,990,0
12,122709,0,1,5,49,2,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0
12,122713,0,1,5,63,1,0,1,0,461,0,3,7,5,7,8,7,8,8,8,8,460,0
12,122713,0,2,5,57,2,0,1,0,410,0,3,7,5,7,8,7,8,8,8,8,400,0
12,122713,0,3,5,53,2,0,1,0,410,0,3,7,5,7,8,7,8,8,8,8,400,0
12,122717,0,1,5,11,1,1,1,0,760,0,1,7,2,7,1,7,2,3,1,1b,750,0
12,122722,0,1,5,54,2,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0
12,122724,0,1,5,60,1,0,1,0,313,0,3,7,3,7,8,7,8,8,8,8,600,0
12,122725,0,1,5,26,1,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0
12,122738,0,1,5,86,1,0,1,0,760,0,1,7,1,7,3,7,2,3,1,2a,750,0
12,122743,0,1,5,28,1,0,0,0,770,0,3,7,3,7,8,7,8,8,8,8,750,0
12,122746,0,1,5,14,2,0,0,0,741,0,3,7,3,7,8,7,8,8,8,8,740,0
12,122746,0,2,5,15,2,0,0,0,741,0,3,7,3,7,8,7,8,8,8,8,740,0
12,122747,0,1,5,55,1,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0
12,122753,0,1,5,52,1,0,1,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0
12,122758,0,1,5,24,1,0,0,0,230,0,3,7,4,7,8,7,8,8,8,8,100,0
12,122758,0,2,5,24,2,0,0,0,230,0,3,7,4,7,8,7,8,8,8,8,100,0
12,122763,0,1,5,74,1,1,0,0,795,0,1,7,2,7,1,7,2,2,1,5b,790,0
12,122769,0,1,5,73,2,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0
12,122773,0,1,5,998,1,1,1,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0
12,122775,0,1,5,73,1,1,1,0,690,0,1,7,2,7,9,7,4,3,1,1c,990,0
12,122782,0,1,5,998,9,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0
12,122793,0,1,5,998,1,0,1,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0
12,122796,0,1,5,998,1,1,1,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0
12,122799,0,1,5,23,1,0,0,0,680,0,3,7,3,7,8,7,8,8,8,8,990,0
